path	sentence
common_voice_ky_17440700.mp3	Бул өнөрдү бир тууган агаларынан үйрөнгөн.
common_voice_ky_17440701.mp3	Мамлекет камераларды акысыз орнотот.
common_voice_ky_17440702.mp3	Азырынча бул боюнча сот отурумунун качан болоору белгисиз.
common_voice_ky_17440703.mp3	Айрымдары келекелеп, жараны ого бетер ырбатат.
common_voice_ky_17440704.mp3	Жаңы ээсине узатып жатканда, кызым экөөбүз тең ыйладык.
common_voice_ky_17440705.mp3	Беттештирүүнүн жагдайлары айтылган жок.
common_voice_ky_17440707.mp3	Бишкекте Ахмет Доган аттуу сүрөтчү досум бар.
common_voice_ky_17440714.mp3	Жакшы эле тээп жүргөнбүз.
common_voice_ky_17440715.mp3	Алар автоунааны өздөрү койгон баада сатышкан.
common_voice_ky_17440716.mp3	Компаниянын жетекчиси — Наргиз Жолдошбаева.
common_voice_ky_17440738.mp3	Материалдын түп нускасы Азаттык үналгысынын сайтына чыккан.
common_voice_ky_17440739.mp3	Азыраак жаңылык, көбүрөөк иликтөө, окуя жана түшүндүрмө материал.
common_voice_ky_17440741.mp3	Бир караганда алардын жаш курагын аныктоо дээрлик мүмкүн эмес.
common_voice_ky_17440742.mp3	Биринчи айлампадагыдай эле сөз кезегин Бекназаров алды.
common_voice_ky_17540632.mp3	Аны төлөгөн компания кайра ишин уланткан.
common_voice_ky_17540633.mp3	Шаар бийлиги ар бир жер тилкеси үчүн соттошуп жатат.
common_voice_ky_17540634.mp3	Ушундай пландарыбыз бар эле.
common_voice_ky_17540636.mp3	Бардык үчөөнө тең кылмыш иши козголгон.
common_voice_ky_17540637.mp3	Тасма Бир Дүйнө кинофестивалында көрсөтүлүшү керек болчу.
common_voice_ky_17540639.mp3	Алар мага дайыма жыныстык буюм катары карашат.
common_voice_ky_17540640.mp3	Муну көп эле депутаттар ырастайт.
common_voice_ky_17540641.mp3	Маевский өзүнүн көрсөтмөсүндө алдап жатат.
common_voice_ky_17540647.mp3	Анын айтымында, ал КСДПдагы партиялык ишке көңүл бургусу келет.
common_voice_ky_17540648.mp3	Компаниянын түзүүчүсү — Нурлан Кичинебатыров.
common_voice_ky_17540649.mp3	Занозага каршы дагы эки доо арыз каралмакчы.
common_voice_ky_17540650.mp3	Көл болсо аябай кооз жана сүрдүү.
common_voice_ky_17540651.mp3	Жерлер үч жыл ушул кишинин менчигинде болгон.
common_voice_ky_17540657.mp3	Бирок андан аркы алардын иш орду каякта болоору чечиле элек.
common_voice_ky_17540658.mp3	Отчет Кыргызстандын парламенти тарабынан кабыл алынган эмес.
common_voice_ky_17540660.mp3	Анткени ката номерлеринин өзгөрүүсү шаршемби күнү болгон.
common_voice_ky_17540661.mp3	Бирок, тургундар көчүп кетүүдөн баш тартып келишет.
common_voice_ky_17540677.mp3	Макаладагы бардык сандар изилденет.
common_voice_ky_17540678.mp3	Ал кийинчерээк толук маалымат берүүнү убадалады.
common_voice_ky_17540679.mp3	деген суроону бергим келет.
common_voice_ky_17540680.mp3	Ормуков тек гана аныкталган алдамчылардын бири болуп чыкты.
common_voice_ky_17540681.mp3	Мен андан ары чыдай албайт болчумун.
common_voice_ky_17788397.mp3	Таймаштын соңунда эки команда тең бирден оюнчуларын жоготушту.
common_voice_ky_17788398.mp3	Бирок азырынча алардын эки бөлмөлүү батирине кардар табыла элек.
common_voice_ky_17505720.mp3	Дордойдун оюнчулары көк, Алайдыкы — ак формада.
common_voice_ky_17505721.mp3	Ал ошол учурда Барселонанын намысын коргоп жүргөн.
common_voice_ky_17505722.mp3	Мыйзамсыз жана негизсиз текшерүүлөр көп.
common_voice_ky_17505723.mp3	Ал эми эмгек жолун Кыргызстанда физика мугалими болуп баштаган.
common_voice_ky_17505724.mp3	Бул нерсе мага партиянын бөлүнбөшүнө түрткү берди.
common_voice_ky_17505726.mp3	Англис жана башка көптөгөн тилдер бар.
common_voice_ky_17505727.mp3	Күрөштү токтотуп койсок биз күнөөлүдөй болуп калабыз.
common_voice_ky_17505728.mp3	Бул туурасында Электр станциялар компаниясы билдирди.
common_voice_ky_17505729.mp3	Баары подъезддин урашын күтүп эле тургандай.
common_voice_ky_17505730.mp3	Келтирилген чыгым жана өрттүн келип чыгуу себептери такталууда.
common_voice_ky_17505731.mp3	Мен кийинки күнү бардым.
common_voice_ky_17505732.mp3	Өспүрүм силер ал тарапта экенин сезиши керек.
common_voice_ky_17505733.mp3	Германия да анча алыс эмес.
common_voice_ky_17505734.mp3	Ботаникалык бакчадан бул маалыматты Клоопко тастыктап беришти.
common_voice_ky_17505736.mp3	Бирок кыргыз милициясы азырынча жыйынтык чыгарууга шашыла элек.
common_voice_ky_17505739.mp3	Калган көчөлөрдүн оңдолушуна шаардык бюджеттин акчасы жумшалат.
common_voice_ky_17505740.mp3	Саясатта чыңалуу болгону үчүн ушундай болуп жатат.
common_voice_ky_17505741.mp3	Бирок чек арадагы кырдаал таасирин тийгизүүдө.
common_voice_ky_17505742.mp3	Бул иште саясий жүйөө бар.
common_voice_ky_17505743.mp3	Азыркы күндө резолюциянын бир дагы пункту аткарылган жок.
